Bacilos,latin,,,,,,,,,,,,
Bacilos,latin pop,,,,,,,,,,,,
Bacilos,pop,,,,,,,,,,,,
Bacilos,rock en espanol,,,,,,,,,,,,
Celtic Woman,operatic pop,,,,,,,,,,,,
Mario Lanza,adult standards,,,,,,,,,,,,
Mario Lanza,classical tenor,,,,,,,,,,,,
Mario Lanza,operatic pop,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
content:AlbumRecordLabel,,,,,,,,,,,,,
albumrecordlabel_album,albumrecordlabel_recordlabel,,,,,,,,,,,,
Cats 1981 Original London Cast,Polydor,,,,,,,,,,,,
The Essential Weird Al Yankovic,Legacy Recordings,,,,,,,,,,,,
IN 3-D,"Volcano Entertainment, III, L.L.C.",,,,,,,,,,,,
Buster,"The Paragon Cult, LLC",,,,,,,,,,,,
Mando (feat. Mozzy) [Explicit],Afficials,,,,,,,,,,,,
22nd Ways [Explicit],22nd jim,,,,,,,,,,,,
Coming Up Close: A Retrospective,Sony Music Entertainment Inc.,,,,,,,,,,,,
Celebrity,Zomba Recording LLC,,,,,,,,,,,,
N Sync UK Version,"Trans Continental Records, Inc.",,,,,,,,,,,,
The Better Life,"Universal Motown Records, a division of UMG Recordings, Inc.",,,,,,,,,,,,
The Better Life,Universal Records Inc.,,,,,,,,,,,,
Away from the Sun,Universal Records Inc.,,,,,,,,,,,,
Obsession,The Island Def Jam Music Group,,,,,,,,,,,,
Mad About You,"Capitol Records, LLC",,,,,,,,,,,,
Gretest Hits,Capitol Records Inc.,,,,,,,,,,,,
19,XL Recordings Ltd,,,,,,,,,,,,
Arrival,Polar Music International AB,,,,,,,,,,,,
The Sign,"Mega Records, a Division of Playground Music Scandinavia AB",,,,,,,,,,,,
15 Exitos Con El Acapulco Tropical,"Sony Music Entertainment México, S.A. De C.V.",,,,,,,,,,,,
16 Exitos Baladas,"Musart-Balboa, a division of Concord Music Group, Inc.",,,,,,,,,,,,
15 Exitos Angelica Maria,"Musart-Balboa, a division of Concord Music Group, Inc.",,,,,,,,,,,,
Enchanted,Walt Disney Records,,,,,,,,,,,,
Frozen (Original Motion Picture Soundtrack/Deluxe Edition),Walt Disney Records,,,,,,,,,,,,
Bocelli (Remastered),"Sugar Srl, under exclusive licence to Universal International Music BV",,,,,,,,,,,,
Parachutes,"Parlophone Records Ltd, a Warner Music Group Company",,,,,,,,,,,,
Aquarium,Universal Music (Denmark) A/S,,,,,,,,,,,,
¡Ora pues!,"Fábrica de Discos Peerless, S.A. de C.V.",,,,,,,,,,,,
Noche de Ronda,Universal Digital Enterprises,,,,,,,,,,,,
Sincero,Sony Music Entertainment Inc.,,,,,,,,,,,,
15 Exitos Flor Silvestre,"Musart-Balboa, a division of Concord Music Group, Inc.",,,,,,,,,,,,
Millenium,Zomba Recording LLC,,,,,,,,,,,,
Presente de Natal/Nasceu Jesus,RCA,,,,,,,,,,,,
Caraluna,Warner Music Latina,,,,,,,,,,,,
Celtic Woman,Celtic Woman Ltd.,,,,,,,,,,,,
The definitive Collection,BMG UK & Ireland Ltd.,,,,,,,,,,,,
,,,,,,,,,,,,,
content:Review,,,,,,,,,,,,,
review_rating,review_content,review_date_created,review_date_edited,review_song,review_user,,,,,,,,
4,"If you\'ve seen the film, you'll remember the wonderful routine in Central Park. It's a big Disney showtune and I\'d be surprised if this doesn\'t end up on a Glee album.",2014-03-18 10:04:00,2014-03-18 10:04:00,That\'s How You Know - From Enchanted/Soundtrack Version,peterjones@test.com,,,,,,,,
5,one of my favourite enchanted songs,2013-07-28 14:45:06,2013-07-28 14:45:06,That\'s How You Know - From Enchanted/Soundtrack Version,marksandler@test.com,,,,,,,,
4,"I haven\'t used the song in class yet still waiting for an opportunity, but love the film and this was one of my fav songs",2019-09-17 15:34:09,2019-09-17 15:34:09,That\'s How You Know - From Enchanted/Soundtrack Version,joanmckevitt@test.com,,,,,,,,
5,"Love this song, disney does it again!",2019-04-23 18:23:18,2019-04-23 18:23:18,That\'s How You Know - From Enchanted/Soundtrack Version,juanitaboyle@test.com,,,,,,,,
5,"This song has that feel good factor, it makes you want to dance out into the street and have all the passers by join in (because they\'ll all know the steps and the words of the song). That's How You Know",2019-05-05 19:16:06,2019-05-05 19:16:06,That\'s How You Know - From Enchanted/Soundtrack Version,louislunney@test.com,,,,,,,,
1,"I still don’t understand what’s changed from all the other previous times I’ve heard and even sung this song, but as I was folding my T-shirts, the phrase “The way to fix up this fixer-upper is to fix him up with you,” set me off. One possibility stems from all of the self-evaluation I’ve had the time to do over the summer; which results in the thought that if the adorable trolls were to singing to a guy about me, telling him the way to “fix” me (I’ll get to the issue of flaws presented in the song in just a minute) is to just be with me, I would be emotionally and psychologically scarred.",2012-04-09 09:09:09,2012-04-09 09:09:09,Fixer Upper - From Frozen/Soundtrack Version,peterjones@test.com,,,,,,,,
1,"The longer I look at this song, the more concerned I become. I like Kristoff, and I hate to say, but his familial band of friendly rock trolls just start bashing on the poor guy!",2016-10-27 08:32:18,2016-10-27 08:32:18,Fixer Upper - From Frozen/Soundtrack Version,marksandler@test.com,,,,,,,,
2," As the song progresses, so does the intensity of Kristoff\’s flaws, including but not limited to his apparent inability to stand in courage and his isolation as confirmation of his desperation for human hugs. I dare you to read the song and tell me you\’d want to start off a relationship with someone that was overrun by some of these flaws that should bring up some red flags.",2021-04-29 11:00:00,2021-04-29 11:00:00,Fixer Upper - From Frozen/Soundtrack Version,joanmckevitt@test.com,,,,,,,,
5,"Dancing Queen has rightly become regarded as one of pop's great masterpieces, both as a song and a production. It captures the Andersson/Ulvaeus songwriting partnership at the peak of their powers along with the inimitable vocal sound of Agnetha and Frida.",2014-02-01 17:27:27,2014-02-01 17:27:27,Dancing Queen,peterjones@test.com,,,,,,,,
5,"It was officially released in the summer of 1976 as the lead single from their fourth album, Arrival, and instantly became a massive worldwide hit.",2018-11-11 11:33:33,2018-11-11 11:33:33,Dancing Queen,marksandler@test.com,,,,,,,,
5,"The song sold three million copies and has gone on to become one the most enduring and loved pop songs of all time. In 2000, Dancing Queen was voted 4th on Channel 4’s television poll of 100 Greatest Number One Singles.",2018-08-21 07:07:07,2018-08-21 07:07:07,Dancing Queen,joanmckevitt@test.com,,,,,,,,
4,There are a number of things about the music of Dancing Queen that make it unusual for a standard hit pop song,2022-03-03 07:07:07,2022-03-03 07:07:07,Dancing Queen,juanitaboyle@test.com,,,,,,,,
